Transaction ID,Date,Time,Store ID,Product ID,Quantity Sold,Price per Unit,Total Sales,Discount,Payment Method,Customer ID
T005008,2024-02-05,07:54 PM,S005,P0072,2,19747.18,39494.36,1190.59,Credit Card,C0015
T001800,2021-06-11,07:37 PM,S001,P00102,1,3659.17,3659.17,789.52,Cash,C00275
T004536,2021-08-10,05:25 PM,S004,P00298,2,63832.18,127664.36,38146.09,Mobile Payment,C00480
T00722,2022-07-17,10:09 AM,S005,P00236,4,67982.83,271931.32,47867.94,Debit Card,C00547
T002924,2022-06-05,11:38 AM,S003,P00114,1,34178.05,34178.05,4554.31,Mobile Payment,C00151
T00480,2023-10-04,09:51 PM,S002,P00139,3,91419.88,274259.64,32116.58,Debit Card,C00488
T004108,2023-01-26,11:32 AM,S002,P00224,4,26634.68,106538.72,16158.08,Credit Card,C0063
T003053,2023-10-11,11:43 AM,S005,P00252,1,57024.27,57024.27,15146.12,Credit Card,C00292
T001143,2023-01-10,01:52 PM,S004,P00217,2,77828.59,155657.18,24455.85,Cash,C00406
T001054,2021-03-09,01:22 PM,S004,P00234,2,65123.61,130247.22,8093.42,Debit Card,C00416
T006303,2021-10-29,10:44 AM,S003,P00154,3,24754.49,74263.47,11301.73,Mobile Payment,C00385
T00952,2022-06-27,06:29 PM,S003,P00162,1,94020.15,94020.15,8802.0,Debit Card,C00372
T005569,2023-04-18,08:02 PM,S001,P00271,3,16051.3,48153.9,9816.67,Debit Card,C00561
T00582,2021-04-27,05:27 PM,S002,P00138,2,49790.79,99581.58,24477.12,Debit Card,C0026
T005986,2022-04-22,06:23 PM,S003,P00114,1,79961.84,79961.84,6103.3,Cash,C00589
T003014,2021-03-11,12:10 PM,S004,P00231,3,11707.74,35123.22,3386.52,Credit Card,C00570
T002090,2023-09-30,05:22 PM,S003,P0015,5,28382.69,141913.45,40065.23,Mobile Payment,C00379
T004251,2024-05-11,01:54 PM,S002,P00181,2,95178.31,190356.62,13352.7,Mobile Payment,C002
T001991,2023-03-05,11:40 AM,S001,P00172,1,8161.44,8161.44,410.55,Mobile Payment,C00617
T006522,2022-06-30,10:31 AM,S004,P0089,4,8015.43,32061.72,2795.28,Credit Card,C0098
T001440,2023-02-14,05:20 PM,S003,P00183,2,37963.55,75927.1,21319.89,Mobile Payment,C00599
T002862,2023-01-10,04:49 PM,S001,P00276,4,6064.69,24258.76,790.96,Debit Card,C00357
T002449,2023-01-17,07:45 PM,S005,P00287,4,37027.04,148108.16,21681.08,Mobile Payment,C00625
T006739,2023-02-17,08:44 PM,S005,P00177,2,3303.17,6606.34,1140.15,Mobile Payment,C00511
T006260,2024-03-30,10:26 AM,S005,P00257,2,42011.45,84022.9,15527.35,Debit Card,C00335
T002716,2024-01-06,12:20 PM,S002,P00167,5,15797.39,78986.95,23116.33,Credit Card,C00511
T003655,2024-07-16,09:11 PM,S004,P00128,3,48171.12,144513.36,10862.23,Credit Card,C00108
T00933,2023-09-08,11:55 AM,S005,P0039,3,17326.7,51980.1,9423.43,Cash,C00585
T002332,2022-09-30,07:18 PM,S001,P0023,1,43176.73,43176.73,8993.88,Credit Card,C0081
T002168,2023-06-21,01:50 PM,S001,P00277,1,87350.93,87350.93,23356.97,Mobile Payment,C00615
T001509,2024-05-23,09:18 PM,S001,P0017,5,22116.84,110584.2,4338.59,Mobile Payment,C001
T003766,2021-02-11,07:09 PM,S004,P00195,1,92805.72,92805.72,4110.74,Debit Card,C00323
T003632,2021-01-25,02:45 PM,S001,P0047,1,64382.34,64382.34,11504.75,Debit Card,C00101
T003053,2022-02-21,03:38 PM,S002,P00243,4,90565.94,362263.76,26802.41,Cash,C00423
T00411,2023-11-19,08:23 PM,S001,P00196,5,24147.2,120736.0,5999.58,Credit Card,C00504
T006786,2024-01-29,12:28 PM,S004,P00186,5,13714.03,68570.15,18400.86,Credit Card,C00402
T00193,2022-09-09,02:44 PM,S003,P0024,3,62504.87,187514.61,53346.79,Debit Card,C00306
T005753,2021-12-14,05:34 PM,S003,P00130,1,73591.56,73591.56,10422.81,Credit Card,C00451
T003487,2021-04-21,09:03 PM,S005,P00153,5,88678.31,443391.55,108006.02,Cash,C0040
T001665,2021-01-21,11:11 AM,S002,P00250,5,68590.3,342951.5,37969.19,Cash,C00433
T00100,2022-12-23,09:40 PM,S002,P00123,2,21563.02,43126.04,4853.22,Debit Card,C00602
T002040,2022-10-12,12:50 PM,S002,P00180,3,30112.62,90337.86,727.94,Debit Card,C00210
T00428,2023-08-22,03:11 PM,S002,P00256,1,83214.75,83214.75,3751.63,Cash,C00453
T006318,2021-03-25,09:19 PM,S003,P00187,1,75499.01,75499.01,13955.59,Debit Card,C00354
T00154,2024-04-29,01:05 PM,S004,P00186,4,41418.47,165673.88,12224.16,Cash,C00297
T006280,2024-01-02,09:16 PM,S005,P00158,4,64977.82,259911.28,48133.81,Debit Card,C00152
T003730,2024-07-14,03:49 PM,S001,P0049,2,51370.9,102741.8,16719.3,Mobile Payment,C00520
T002760,2021-09-28,08:14 PM,S005,P00187,1,52946.95,52946.95,883.69,Mobile Payment,C0091
T002825,2022-12-25,02:40 PM,S004,P0052,4,3248.56,12994.24,1348.61,Cash,C00610
T003335,2021-06-08,10:57 AM,S002,P0059,3,12222.19,36666.57,4670.1,Mobile Payment,C00494
T00657,2023-02-05,06:24 PM,S004,P0065,4,71062.37,284249.48,31727.92,Cash,C00371
T005497,2024-05-30,08:03 PM,S004,P00116,5,64365.1,321825.5,90146.6,Cash,C00234
T001819,2023-08-31,01:00 PM,S001,P0061,4,7791.88,31167.52,1060.0,Debit Card,C00218
T00287,2024-02-23,01:07 PM,S003,P00255,1,51139.42,51139.42,3934.94,Mobile Payment,C00584
T001035,2022-03-21,07:16 PM,S002,P0089,1,45256.34,45256.34,6565.6,Cash,C00409
T00676,2024-05-07,05:08 PM,S001,P00168,1,64256.03,64256.03,2171.78,Credit Card,C00473
T004894,2023-06-10,01:14 PM,S004,P00105,2,10841.89,21683.78,3351.76,Credit Card,C00600
T003422,2021-04-10,07:21 PM,S005,P00121,5,61140.59,305702.95,58854.73,Mobile Payment,C00190
T001345,2022-09-05,08:02 PM,S001,P0042,2,12076.91,24153.82,1540.4,Credit Card,C00538
T003902,2021-05-04,07:45 PM,S003,P00247,5,16344.83,81724.15,7513.47,Credit Card,C00354
T005884,2022-03-31,12:21 PM,S005,P00237,4,87515.3,350061.2,14656.1,Credit Card,C0091
T005430,2023-06-19,11:58 AM,S003,P00139,2,26496.89,52993.78,3708.53,Mobile Payment,C00140
T002314,2023-03-16,06:47 PM,S003,P00142,3,90285.48,270856.44,51927.49,Cash,C00400
T005780,2021-08-31,06:11 PM,S003,P00195,5,18204.41,91022.05,8637.37,Credit Card,C0081
T005480,2023-12-01,12:25 PM,S001,P00215,5,31131.72,155658.6,21052.23,Debit Card,C00672
T00109,2022-04-12,03:13 PM,S002,P00141,2,76495.08,152990.16,4427.7,Credit Card,C00535
T00720,2023-03-31,09:31 PM,S003,P00239,4,98962.47,395849.88,3295.73,Credit Card,C00525
T002709,2021-02-27,02:27 PM,S004,P00207,2,95587.38,191174.76,44620.26,Debit Card,C00514
T006182,2021-10-17,08:52 PM,S004,P00187,1,40908.84,40908.84,7844.22,Credit Card,C00608
T004411,2024-03-28,03:35 PM,S004,P0076,2,67678.32,135356.64,20567.15,Mobile Payment,C00506
T004166,2021-02-11,08:44 PM,S005,P00267,3,35561.31,106683.93,29417.94,Debit Card,C00341
T00963,2024-03-02,04:37 PM,S002,P00269,5,49034.09,245170.45,33492.4,Cash,C00453
T005201,2023-07-06,08:17 PM,S001,P0066,5,62067.47,310337.35,87727.93,Cash,C00645
T002239,2021-07-27,11:19 AM,S001,P00180,1,33083.93,33083.93,2060.82,Cash,C0096
T001462,2023-09-12,07:08 PM,S002,P0077,2,65620.39,131240.78,4352.88,Mobile Payment,C00316
T00607,2024-05-31,11:03 AM,S001,P00251,4,12389.67,49558.68,14103.35,Cash,C00582
T002811,2023-09-17,10:39 AM,S004,P0040,3,51998.0,155994.0,2781.56,Mobile Payment,C0036
T005708,2024-07-02,11:18 AM,S003,P00115,5,82753.83,413769.15,73967.97,Debit Card,C00450
T006908,2022-05-27,01:26 PM,S002,P0065,1,44547.03,44547.03,9023.81,Debit Card,C00406
T004297,2022-11-29,09:50 PM,S002,P00154,5,51110.25,255551.25,17173.24,Debit Card,C00564
T003264,2023-10-11,05:55 PM,S005,P00132,5,97368.47,486842.35,89910.9,Cash,C00526
T004979,2021-09-09,02:55 PM,S004,P00166,1,72981.45,72981.45,14047.43,Credit Card,C00556
T006040,2021-04-29,12:51 PM,S004,P00263,3,36497.12,109491.36,9000.31,Cash,C00589
T003641,2021-03-03,07:04 PM,S003,P00240,2,12049.5,24099.0,2298.42,Debit Card,C0063
T005972,2024-06-15,03:08 PM,S003,P00238,3,87013.56,261040.68,30794.31,Cash,C00410
T00612,2021-02-16,07:00 PM,S002,P00133,2,13901.13,27802.26,1842.59,Mobile Payment,C00597
T004415,2024-02-17,12:16 PM,S004,P00176,2,89031.17,178062.34,22399.33,Cash,C00238
T001775,2021-07-01,03:52 PM,S005,P0067,5,44027.75,220138.75,25236.2,Mobile Payment,C00528
T006014,2023-04-04,03:36 PM,S002,P0066,2,97987.22,195974.44,2857.5,Debit Card,C00395
T003765,2021-08-30,02:09 PM,S004,P0088,4,43566.93,174267.72,2557.5,Mobile Payment,C00388
T005383,2022-08-07,06:50 PM,S001,P0027,3,70857.87,212573.61,41045.3,Credit Card,C00339
T001279,2023-06-09,06:41 PM,S001,P00129,5,94783.5,473917.5,142059.06,Debit Card,C00345
T00474,2022-06-13,10:53 AM,S005,P00256,3,12774.18,38322.54,242.16,Cash,C00499
T002330,2022-02-16,10:06 AM,S001,P0044,4,57428.36,229713.44,34846.46,Mobile Payment,C00246
T00731,2023-05-04,12:34 PM,S004,P00132,1,6996.0,6996.0,799.7,Credit Card,C00662
T00513,2022-12-17,07:11 PM,S005,P00276,3,73243.04,219729.12,63332.45,Credit Card,C00492
T00472,2022-10-11,02:35 PM,S005,P00137,5,43563.72,217818.6,7571.13,Mobile Payment,C00532
T003735,2024-06-08,01:38 PM,S001,P0052,5,94876.01,474380.05,137588.9,Cash,C00526
T006332,2021-01-06,12:44 PM,S002,P0095,3,40072.18,120216.54,23739.78,Debit Card,C00480
T006585,2022-06-13,12:54 PM,S003,P00183,4,96403.38,385613.52,100680.74,Debit Card,C00521
T001374,2023-08-27,04:56 PM,S003,P00203,5,79387.23,396936.15,870.39,Mobile Payment,C00652
T002132,2021-07-29,05:58 PM,S005,P00254,2,57842.86,115685.72,23772.38,Cash,C00602
T00221,2022-01-19,08:32 PM,S004,P0048,3,79222.66,237667.98,38396.03,Cash,C0051
T004190,2023-07-20,01:41 PM,S005,P0079,1,8722.13,8722.13,124.35,Cash,C00314
T002670,2021-09-02,02:53 PM,S001,P00297,3,34741.65,104224.95,12747.62,Cash,C0054
T002452,2022-07-28,06:27 PM,S004,P0010,3,69757.72,209273.16,21116.88,Debit Card,C00615
T005361,2021-10-17,01:51 PM,S003,P00295,3,70851.88,212555.64,11193.15,Cash,C00153
T004382,2021-12-06,12:33 PM,S004,P00289,5,11792.15,58960.75,10480.99,Cash,C00451
T004674,2021-11-26,11:35 AM,S003,P0031,2,93413.33,186826.66,36002.44,Credit Card,C00492
T005049,2023-12-27,12:35 PM,S003,P00282,4,56826.84,227307.36,40373.91,Cash,C00232
T004088,2022-12-03,09:41 PM,S003,P0040,4,47392.69,189570.76,12056.55,Debit Card,C00653
T006104,2021-08-16,06:34 PM,S002,P00251,4,23339.23,93356.92,13922.02,Debit Card,C00117
T00719,2024-01-20,02:59 PM,S004,P0029,3,59426.03,178278.09,38645.84,Credit Card,C00404
T003037,2022-08-27,02:47 PM,S003,P00137,1,80555.52,80555.52,22212.17,Debit Card,C00529
T001872,2023-11-30,06:29 PM,S004,P00164,2,25579.85,51159.7,1735.92,Mobile Payment,C00671
T00443,2023-03-10,02:42 PM,S003,P00257,2,18251.75,36503.5,728.49,Mobile Payment,C00497
T00160,2022-10-26,07:50 PM,S003,P00210,4,8389.86,33559.44,769.09,Mobile Payment,C00669
T001023,2022-12-07,02:02 PM,S001,P00145,3,84075.73,252227.19,41265.63,Mobile Payment,C0078
T005402,2022-10-09,09:26 PM,S004,P00100,2,23814.35,47628.7,13992.34,Credit Card,C00299
T003633,2022-11-26,11:36 AM,S005,P00270,1,94563.78,94563.78,14638.64,Debit Card,C0023
T004236,2023-08-22,03:09 PM,S002,P00262,4,79249.69,316998.76,11908.75,Credit Card,C00616
T006616,2021-01-01,01:04 PM,S001,P0093,1,73579.4,73579.4,7191.91,Mobile Payment,C00219
T006288,2021-01-06,08:34 PM,S005,P0059,2,61437.73,122875.46,26719.0,Debit Card,C00523
T001263,2022-08-22,07:03 PM,S004,P00155,5,89147.57,445737.85,77238.56,Cash,C00298
T005515,2021-01-07,04:36 PM,S001,P00293,3,81375.57,244126.71,34681.22,Mobile Payment,C00568
T005294,2021-01-30,12:42 PM,S005,P0012,4,33738.15,134952.6,4168.99,Credit Card,C00257
T001916,2023-02-24,11:18 AM,S001,P00270,2,40465.85,80931.7,20946.2,Debit Card,C00593
T00603,2021-01-01,10:21 AM,S005,P00128,3,54695.85,164087.55,1345.78,Debit Card,C0091
T006392,2023-01-17,03:55 PM,S002,P00229,4,38291.73,153166.92,22002.05,Credit Card,C00332
T004841,2023-02-21,08:35 PM,S004,P00293,5,79994.07,399970.35,117575.58,Cash,C00381
T001322,2022-10-20,01:39 PM,S003,P00259,2,76684.99,153369.98,44778.53,Cash,C00422
T005062,2023-05-20,04:24 PM,S001,P00276,5,11365.3,56826.5,13757.51,Mobile Payment,C00333
T00837,2021-11-01,11:54 AM,S005,P00275,5,32591.01,162955.05,47753.8,Debit Card,C00213
T001223,2023-08-27,09:52 PM,S001,P00247,4,56591.24,226364.96,33657.95,Credit Card,C0029
T006547,2022-04-21,02:52 PM,S004,P00261,4,98092.84,392371.36,29435.2,Debit Card,C00121
T003759,2021-06-27,12:03 PM,S005,P00173,3,71372.57,214117.71,7009.53,Cash,C00641
T00460,2021-11-05,12:07 PM,S005,P00196,2,66558.05,133116.1,30700.29,Credit Card,C0012
T001660,2022-08-19,07:25 PM,S005,P00205,3,89756.08,269268.24,68872.48,Mobile Payment,C00153
T003971,2021-12-07,08:08 PM,S004,P00229,2,46255.14,92510.28,20280.76,Cash,C00341
T006501,2022-05-15,12:13 PM,S001,P00159,2,62894.2,125788.4,10563.43,Credit Card,C00647
T0017,2024-04-17,07:18 PM,S003,P00179,1,22361.96,22361.96,2413.45,Mobile Payment,C00374
T005499,2024-03-04,01:54 PM,S004,P00300,5,93720.11,468600.55,80993.98,Cash,C00353
T006228,2023-10-03,09:10 PM,S002,P0044,4,99617.22,398468.88,96198.73,Debit Card,C00129
T004965,2022-08-05,05:52 PM,S005,P00118,1,6881.85,6881.85,1220.46,Mobile Payment,C00457
T004186,2021-12-13,12:56 PM,S001,P0085,2,91762.28,183524.56,6487.85,Cash,C00235
T005734,2021-02-06,06:07 PM,S002,P0024,2,51422.33,102844.66,21361.14,Cash,C00519
T004057,2021-01-01,09:23 PM,S004,P00192,3,30575.01,91725.03,15908.36,Credit Card,C0066
T002232,2023-03-29,06:20 PM,S005,P0012,4,29886.61,119546.44,35629.11,Debit Card,C00595
T001628,2023-08-29,02:24 PM,S005,P00200,3,31199.94,93599.82,10193.46,Mobile Payment,C00610
T005352,2024-07-05,08:37 PM,S003,P00160,3,90517.01,271551.03,2700.35,Cash,C00262
T005727,2021-05-01,03:42 PM,S003,P0084,5,27366.27,136831.35,14564.44,Credit Card,C00654
T001294,2022-05-01,02:51 PM,S001,P00232,1,60666.13,60666.13,1820.83,Mobile Payment,C00119
T00270,2024-04-16,10:43 AM,S002,P00271,4,45094.82,180379.28,18661.11,Mobile Payment,C00381
T003584,2021-05-16,03:43 PM,S004,P00288,5,89059.42,445297.1,49202.27,Credit Card,C00289
T003914,2023-04-13,12:06 PM,S004,P00158,2,54406.35,108812.7,28326.08,Debit Card,C00241
T005973,2022-02-06,01:31 PM,S002,P0066,2,93193.7,186387.4,25991.4,Mobile Payment,C00173
T006893,2022-11-15,06:36 PM,S003,P00179,1,75813.87,75813.87,5362.26,Credit Card,C0097
T001902,2022-06-24,04:16 PM,S002,P00244,2,29209.1,58418.2,245.95,Cash,C0030
T005996,2021-01-07,03:17 PM,S005,P00171,4,23777.97,95111.88,24472.6,Cash,C0071
T005239,2022-10-19,04:00 PM,S002,P00228,4,79332.05,317328.2,60896.17,Debit Card,C00299
T001794,2022-02-03,01:44 PM,S001,P00237,5,6751.73,33758.65,9174.02,Mobile Payment,C00332
T002677,2021-12-12,09:24 PM,S004,P00111,4,53427.93,213711.72,58954.95,Credit Card,C00584
T001005,2023-02-15,11:48 AM,S001,P0074,1,49623.73,49623.73,9048.94,Mobile Payment,C00421
T005912,2024-02-02,04:40 PM,S005,P00280,3,36264.73,108794.19,7249.92,Debit Card,C0094
T006514,2021-03-27,05:57 PM,S002,P00199,3,92850.14,278550.42,15628.23,Debit Card,C00299
T004937,2021-08-26,07:37 PM,S001,P00250,5,49370.68,246853.4,24394.85,Cash,C00508
T005615,2022-05-03,07:50 PM,S004,P00139,3,61456.47,184369.41,22341.11,Mobile Payment,C00266
T006744,2022-08-27,10:41 AM,S002,P00200,5,88866.92,444334.6,73409.31,Cash,C0067
T006711,2022-04-14,02:53 PM,S001,P0070,3,70932.04,212796.12,31508.83,Mobile Payment,C00409
T008,2021-02-25,12:20 PM,S003,P00250,5,28839.42,144197.1,41566.59,Cash,C00427
T001212,2024-03-28,04:44 PM,S005,P00144,1,83217.5,83217.5,9771.54,Cash,C0035
T006663,2022-01-20,11:26 AM,S004,P0024,1,6365.16,6365.16,1011.46,Mobile Payment,C00429
T003492,2023-06-02,12:03 PM,S001,P00213,2,62503.81,125007.62,7786.04,Debit Card,C00420
T003759,2023-11-22,12:26 PM,S004,P00228,5,18735.82,93679.1,13157.06,Credit Card,C00499
T006812,2022-06-13,05:07 PM,S001,P00162,4,32187.9,128751.6,7162.19,Credit Card,C00236
T006665,2022-08-30,09:19 PM,S005,P00262,3,20007.86,60023.58,10408.26,Credit Card,C00138
T002635,2023-10-09,12:05 PM,S005,P0029,3,98208.01,294624.03,73194.27,Cash,C00353
T001783,2023-06-20,05:26 PM,S001,P0057,1,28060.33,28060.33,7730.19,Mobile Payment,C007
T001800,2023-11-12,08:01 PM,S003,P00236,2,98629.47,197258.94,30896.45,Debit Card,C00624
T00579,2024-01-22,07:31 PM,S005,P00112,4,55161.37,220645.48,50261.31,Debit Card,C00607
T004224,2021-11-21,03:47 PM,S004,P00298,1,67887.58,67887.58,34.4,Cash,C00369
T005210,2022-01-23,02:36 PM,S005,P00287,4,55025.8,220103.2,39760.67,Mobile Payment,C0022
T00466,2022-10-14,06:10 PM,S004,P00151,2,28658.4,57316.8,11251.18,Debit Card,C00402
T004055,2022-09-05,11:54 AM,S001,P0097,2,68313.67,136627.34,39513.2,Credit Card,C00312
T003095,2023-12-18,04:58 PM,S005,P00290,3,6392.46,19177.38,3929.75,Mobile Payment,C00279
T00391,2022-12-29,05:45 PM,S002,P0088,5,73177.73,365888.65,50428.91,Cash,C00220
T00103,2024-03-20,05:47 PM,S003,P0027,1,86649.87,86649.87,11062.91,Cash,C00392
T003065,2022-05-16,09:58 PM,S004,P00231,2,76361.61,152723.22,5781.68,Debit Card,C00471
T001335,2024-03-19,09:51 PM,S002,P00119,2,77688.97,155377.94,12713.46,Credit Card,C00564
T003117,2024-06-10,02:32 PM,S002,P0084,4,48395.21,193580.84,20276.96,Credit Card,C00520
T002108,2024-01-19,01:40 PM,S005,P0094,2,69690.27,139380.54,29006.7,Debit Card,C00304
T006724,2022-12-30,05:55 PM,S005,P00268,4,67719.98,270879.92,22618.65,Credit Card,C00173
T002942,2022-04-16,01:59 PM,S004,P0098,2,88550.98,177101.96,41086.7,Mobile Payment,C00592
T00986,2021-05-20,02:06 PM,S002,P00237,4,30514.99,122059.96,20754.01,Credit Card,C00603
T006624,2023-11-12,10:07 AM,S002,P00152,2,54002.29,108004.58,30188.73,Credit Card,C00485
T003722,2023-12-31,03:39 PM,S001,P00288,4,42472.5,169890.0,24480.38,Mobile Payment,C00335
T00963,2023-11-13,02:25 PM,S004,P00200,3,53268.7,159806.1,24986.94,Credit Card,C00194
T006937,2023-08-02,07:21 PM,S004,P00225,1,64847.76,64847.76,8431.16,Cash,C00135
T004098,2021-05-15,05:15 PM,S005,P00232,1,27004.12,27004.12,4566.98,Debit Card,C00543
T002044,2023-06-24,09:52 PM,S002,P00246,1,82772.02,82772.02,12938.7,Mobile Payment,C00542
T002458,2023-03-14,12:52 PM,S004,P0096,3,37647.02,112941.06,21985.25,Mobile Payment,C00311
T006778,2024-04-09,02:52 PM,S002,P00297,2,70178.33,140356.66,18512.55,Credit Card,C00302
T006372,2022-07-22,06:48 PM,S005,P00206,5,38453.06,192265.3,20338.49,Mobile Payment,C00152
T002455,2023-03-13,11:49 AM,S002,P0025,5,41075.48,205377.4,14168.69,Debit Card,C00194
T002274,2024-04-20,06:37 PM,S004,P0070,1,98473.83,98473.83,20653.61,Mobile Payment,C00449
T004330,2021-08-22,11:18 AM,S003,P00236,1,46911.01,46911.01,6050.75,Cash,C00279
T00530,2022-01-11,09:21 PM,S002,P00239,1,82745.32,82745.32,16812.61,Credit Card,C00546
T00808,2022-12-15,03:13 PM,S003,P00273,3,62574.36,187723.08,25139.92,Credit Card,C00638
T004694,2024-02-04,02:10 PM,S001,P00235,4,25091.54,100366.16,21443.95,Mobile Payment,C00582
T004206,2022-10-18,06:29 PM,S003,P00158,2,64367.81,128735.62,22225.12,Cash,C00157
T004825,2022-08-02,12:32 PM,S005,P0089,4,59181.96,236727.84,32748.97,Cash,C00679
T004331,2024-05-23,03:31 PM,S004,P00169,3,22167.81,66503.43,11155.8,Debit Card,C00332
T003034,2021-04-14,01:53 PM,S001,P00254,3,88203.21,264609.63,15417.17,Mobile Payment,C003
T005793,2021-11-23,10:05 AM,S002,P00112,2,62045.58,124091.16,843.48,Debit Card,C00590
T005269,2023-01-01,11:23 AM,S004,P0029,4,7276.44,29105.76,3918.52,Mobile Payment,C00371
T006857,2022-01-12,07:07 PM,S004,P00231,3,84652.8,253958.4,16190.75,Mobile Payment,C00364
T001833,2022-07-11,05:36 PM,S004,P00185,4,1397.75,5591.0,1549.22,Credit Card,C00247
T00885,2023-09-23,05:17 PM,S004,P0088,4,41813.15,167252.6,1593.35,Cash,C0018
T004448,2021-04-14,11:03 AM,S004,P00130,2,86215.92,172431.84,5731.95,Credit Card,C00301
T006228,2021-07-09,07:18 PM,S001,P00292,2,63740.62,127481.24,30951.98,Credit Card,C00387
T002988,2021-01-08,10:16 AM,S002,P0079,2,39432.96,78865.92,5629.58,Debit Card,C00136
T006649,2021-07-29,03:05 PM,S005,P00189,4,85057.1,340228.4,22458.2,Mobile Payment,C0025
T005020,2021-06-11,01:51 PM,S002,P0071,1,36227.66,36227.66,1058.25,Mobile Payment,C00261
T00947,2022-06-03,09:11 PM,S005,P00266,2,14800.07,29600.14,8466.43,Debit Card,C00356
T005368,2023-01-11,07:23 PM,S002,P0080,5,48245.82,241229.1,1792.1,Debit Card,C00558
T004841,2021-11-19,11:52 AM,S004,P00298,1,72546.65,72546.65,16951.75,Debit Card,C0017
T003393,2021-07-11,01:56 PM,S001,P0043,5,58513.46,292567.3,65371.62,Debit Card,C00362
T003926,2023-10-29,03:24 PM,S001,P0065,4,14110.41,56441.64,3542.72,Debit Card,C00184
T001883,2024-02-16,08:33 PM,S005,P00113,5,23953.69,119768.45,26044.91,Credit Card,C00211
T002019,2023-09-21,07:11 PM,S003,P00131,5,85286.6,426433.0,71770.38,Credit Card,C00535
T004182,2024-04-08,01:03 PM,S005,P00139,1,2799.18,2799.18,47.8,Mobile Payment,C00107
T001448,2024-03-08,04:52 PM,S002,P00154,3,91687.58,275062.74,74245.41,Credit Card,C00140
T005102,2023-05-16,05:01 PM,S005,P00279,1,73796.85,73796.85,11456.22,Mobile Payment,C0073
T001041,2023-06-12,12:18 PM,S004,P00226,1,3574.47,3574.47,963.46,Credit Card,C00549
T003727,2022-04-30,01:56 PM,S002,P00189,1,99026.09,99026.09,7459.62,Mobile Payment,C00115
T002752,2023-06-09,03:21 PM,S004,P0083,4,97437.83,389751.32,10225.61,Mobile Payment,C0051
T006652,2022-04-02,09:23 PM,S004,P0026,4,5884.17,23536.68,5145.0,Mobile Payment,C0029
T005545,2023-08-14,01:20 PM,S002,P001,1,24130.64,24130.64,6871.95,Debit Card,C00434
T006321,2024-03-02,01:01 PM,S005,P00228,4,29981.17,119924.68,12460.98,Debit Card,C00653
T005333,2023-05-10,01:27 PM,S005,P00216,3,31599.79,94799.37,11616.95,Debit Card,C00675
T005589,2022-12-12,10:02 AM,S005,P0068,3,45066.47,135199.41,39647.97,Credit Card,C0086
T004987,2022-05-01,06:15 PM,S002,P00168,3,25792.48,77377.44,11810.97,Cash,C00104
T002117,2022-04-21,11:15 AM,S002,P00232,5,97159.1,485795.5,91224.33,Mobile Payment,C00382
T004938,2022-02-28,06:27 PM,S005,P00281,4,71101.96,284407.84,68822.56,Debit Card,C00668
T004768,2024-06-16,02:51 PM,S001,P009,4,71617.7,286470.8,84049.48,Mobile Payment,C0031
T00551,2021-12-14,11:23 AM,S002,P00121,3,36594.51,109783.53,29209.64,Cash,C0042
T007015,2022-11-22,11:10 AM,S002,P00179,5,13416.47,67082.35,1378.62,Cash,C0033
T003815,2023-08-15,05:48 PM,S004,P00151,3,63049.01,189147.03,30611.81,Debit Card,C00288
T004881,2021-06-04,07:28 PM,S002,P00117,1,58189.55,58189.55,10029.87,Cash,C00414
T004387,2022-08-29,12:50 PM,S004,P00143,3,15330.44,45991.32,9399.53,Mobile Payment,C00512
T005993,2021-03-31,09:00 PM,S003,P00268,2,70023.88,140047.76,32668.44,Mobile Payment,C00113
T00695,2022-09-09,05:51 PM,S004,P0088,2,67416.16,134832.32,23279.89,Cash,C00447
T006847,2021-05-29,04:36 PM,S004,P0060,3,21560.19,64680.57,795.09,Debit Card,C00337
T003777,2023-12-21,03:11 PM,S002,P00154,5,14776.48,73882.4,10867.18,Cash,C00381
T003566,2023-06-28,09:19 PM,S003,P00244,1,44996.64,44996.64,12093.0,Cash,C0038
T003876,2021-05-05,07:59 PM,S004,P00126,3,28583.52,85750.56,9990.62,Mobile Payment,C00393
T006270,2024-04-15,03:27 PM,S005,P0033,4,9371.75,37487.0,1516.58,Credit Card,C00412
T006009,2022-04-21,04:58 PM,S003,P00167,3,15335.5,46006.5,12156.83,Credit Card,C00493
T002607,2022-12-27,03:40 PM,S003,P00300,5,15439.85,77199.25,18648.18,Mobile Payment,C00145
T004195,2022-07-17,05:57 PM,S004,P00266,3,99748.63,299245.89,17587.54,Cash,C00661
T004726,2023-08-14,02:37 PM,S003,P00285,1,7509.98,7509.98,297.37,Credit Card,C00174
T001372,2023-08-18,04:19 PM,S004,P0076,2,38345.98,76691.96,2780.51,Cash,C00368
T006204,2021-09-22,04:34 PM,S001,P00279,2,68010.52,136021.04,40485.56,Debit Card,C00301
T006884,2021-01-11,09:19 PM,S003,P00158,1,70557.35,70557.35,1113.21,Cash,C00449
T006173,2023-01-05,06:05 PM,S005,P00270,4,24220.72,96882.88,20709.38,Mobile Payment,C00191
T00709,2023-10-10,05:52 PM,S005,P0037,2,22388.16,44776.32,6598.44,Mobile Payment,C00358
T005283,2024-06-23,04:52 PM,S003,P00178,4,69660.03,278640.12,16630.17,Credit Card,C00343
T005333,2021-05-30,02:24 PM,S002,P00292,5,97511.93,487559.65,98297.15,Debit Card,C00407
